MW,FaultType,Rjb,VS30,PGA
4.26,Ters Eğim Atımlı,6.39,370.36,0.05826454931655842
4.26,Ters Eğim Atımlı,21.19,681.24,0.01562707351203615
4.26,Ters Eğim Atımlı,199.44,682.03,0.00011532894155909002
4.26,Ters Eğim Atımlı,95.49,365.0,0.0011740874555463746
4.26,Ters Eğim Atımlı,121.66,698.72,0.0008045434890190647
4.26,Ters Eğim Atımlı,83.44,335.43,0.0013107660578160546
4.26,Ters Eğim Atımlı,194.55,338.28,0.0003264011340333394
4.26,Ters Eğim Atımlı,44.35,355.87,0.005567157550678013
4.26,Ters Eğim Atımlı,14.9,306.67,0.02899218040447329
4.26,Ters Eğim Atımlı,8.89,303.1,0.019652414317289493
4.26,Ters Eğim Atımlı,58.07,414.77,0.0012492480510393643
4.26,Ters Eğim Atımlı,45.47,416.52,0.0022640279916595223
4.26,Ters Eğim Atımlı,72.66,388.68,0.0013607076444261236
4.26,Ters Eğim Atımlı,181.67,346.0,0.0004224575601925713
4.26,Ters Eğim Atımlı,176.1,465.0,0.00013442123423760101
4.26,Ters Eğim Atımlı,22.46,471.92,0.0120609603294824
4.26,Ters Eğim Atımlı,230.61,384.0,9.393409175996754e-05
4.26,Ters Eğim Atımlı,26.21,639.74,0.0010210553122724938
4.26,Ters Eğim Atımlı,194.41,763.0,6.966781240429471e-05
4.26,Ters Eğim Atımlı,91.28,699.0,0.0013430163043865403
4.26,Ters Eğim Atımlı,59.49,529.99,0.0016830745513301097
4.26,Ters Eğim Atımlı,43.81,371.97,0.0016185601041953926
4.26,Ters Eğim Atımlı,99.99,355.87,0.0008393584520151389
4.26,Ters Eğim Atımlı,106.17,420.96,0.0004989790619268207
4.26,Ters Eğim Atımlı,154.06,541.0,0.00022787030593548165
4.26,Ters Eğim Atımlı,119.96,485.0,0.0006249534227182854
4.26,Ters Eğim Atımlı,70.28,489.62,0.0059683783899255015
4.26,Ters Eğim Atımlı,116.2,313.0,0.0016560230834603061
4.26,Ters Eğim Atımlı,29.66,377.62,0.00620964974956369
4.26,Ters Eğim Atımlı,75.95,440.67,0.0010149051510652855
4.26,Ters Eğim Atımlı,22.82,350.8,0.02638486301326283
4.26,Ters Eğim Atımlı,205.33,482.0,0.00032597431754787063
4.26,Ters Eğim Atımlı,13.84,368.74,0.011316983422775864
4.26,Ters Eğim Atımlı,207.96,455.51,7.361407834157811e-05
4.26,Ters Eğim Atımlı,107.47,393.0,0.0006176026591848598
4.26,Ters Eğim Atımlı,4.47,420.81,0.059429757445179976
4.26,Ters Eğim Atımlı,67.31,586.0,0.0011780022053122354
4.26,Ters Eğim Atımlı,39.36,383.09,0.0018379893126383787
4.26,Ters Eğim Atımlı,27.76,428.08,0.008504429299707099
4.26,Ters Eğim Atımlı,9.79,417.02,0.020425932315066158
4.26,Ters Eğim Atımlı,16.03,365.47,0.02365618601190581
4.26,Ters Eğim Atımlı,182.53,393.0,0.00015827539440032995
4.26,Ters Eğim Atımlı,103.01,374.5,0.0020423026753040624
4.26,Ters Eğim Atımlı,34.03,405.0,0.004415252193652193
3.64,Yanal Atımlı,79.4,375.0,0.00025543360224271593
3.64,Yanal Atımlı,123.78,760.0,8.165124105866365e-05
3.64,Yanal Atımlı,105.06,347.0,0.0002574708295836637
3.64,Yanal Atımlı,25.5,265.59,0.0016885894271788451
3.64,Yanal Atımlı,52.99,399.9,0.0005091282321404795
3.64,Yanal Atımlı,67.48,341.0,0.00020527847269599412
3.64,Yanal Atımlı,84.69,356.0,0.00014080300375719974
3.64,Yanal Atımlı,160.87,370.0,0.00012713050795163213
3.64,Yanal Atımlı,71.82,652.2,0.00045253995993233567
3.64,Yanal Atımlı,58.42,927.0,0.0006705649873267542
3.64,Yanal Atımlı,216.13,1464.0,1.984226636752969e-05
3.64,Yanal Atımlı,14.08,292.0,0.005320891441671778
3.64,Yanal Atımlı,43.78,267.92,0.0008276231725622476
3.64,Yanal Atımlı,104.73,396.06,8.280177614157803e-05
3.64,Yanal Atımlı,72.84,668.72,0.0001207823630808737
3.64,Yanal Atımlı,120.37,611.0,0.00016015244633448472
3.64,Yanal Atımlı,129.3,372.0,0.0001458673236327451
3.64,Yanal Atımlı,114.91,617.51,0.000160395111525414
3.64,Yanal Atımlı,56.28,393.26,0.00012676073479788604
3.64,Yanal Atımlı,29.72,244.74,0.002017341678837891
3.64,Yanal Atımlı,18.99,351.22,0.006938242389661523
3.64,Yanal Atımlı,179.2,679.0,3.240282229081288e-05
3.64,Yanal Atımlı,165.23,726.0,3.0495557902258488e-05
3.64,Yanal Atımlı,93.88,739.55,0.00011041711463473405
3.64,Yanal Atımlı,42.38,344.72,0.0015309268789929647
3.64,Yanal Atımlı,62.62,396.33,0.00037561796355919935
3.64,Yanal Atımlı,56.77,257.0,0.0005939600589074824
3.64,Yanal Atımlı,41.47,273.32,0.002271416342436377
3.64,Yanal Atımlı,82.98,371.33,0.0008875573942526308
3.64,Yanal Atımlı,85.75,370.36,0.000672344082679821
3.64,Yanal Atımlı,121.08,682.03,6.608944750396995e-05
3.64,Yanal Atımlı,63.23,365.0,0.00016347500418718454
3.64,Yanal Atımlı,20.13,335.43,0.0028414285531418258
3.64,Yanal Atımlı,50.0,760.0,0.0009068353207802011
3.64,Yanal Atımlı,68.87,244.0,0.00043368366212931056
3.64,Yanal Atımlı,15.14,318.11,0.007842274000161343
3.64,Yanal Atımlı,28.15,388.68,0.0011026809830161624
3.64,Yanal Atımlı,51.85,639.74,0.0001268155564050799
3.64,Yanal Atımlı,119.21,763.0,5.541160774973056e-05
3.64,Yanal Atımlı,12.56,699.0,0.002649739002297994
3.64,Yanal Atımlı,84.11,704.1,0.0003203675400515008
3.64,Yanal Atımlı,35.28,371.97,0.0009907942935290907
3.64,Yanal Atımlı,33.67,355.87,0.00057804479451597
3.64,Yanal Atımlı,38.92,278.64,0.001135326447183408
3.64,Yanal Atımlı,88.2,750.25,0.00017285658683732593
3.64,Yanal Atımlı,24.47,222.0,0.001887290833488861
3.64,Yanal Atımlı,70.0,377.62,0.0005009306319477877
3.64,Yanal Atımlı,23.49,302.09,0.00123832121741471
3.64,Yanal Atımlı,59.33,393.0,0.000274732806335119
3.64,Yanal Atımlı,145.37,217.84,0.0001266402359233826
3.64,Yanal Atımlı,54.98,277.66,0.0004984055154900776
3.64,Yanal Atımlı,26.33,342.64,0.001090420029729393
3.64,Yanal Atımlı,92.19,383.69,0.0015721976431470567
3.64,Yanal Atımlı,66.79,1043.0,0.00014099339790802262
3.84,Yanal Atımlı,35.71,375.0,0.002116749216347681
3.84,Yanal Atımlı,115.59,760.0,0.0005515905142988048
3.84,Yanal Atımlı,93.55,347.0,0.00025382670185053425
3.84,Yanal Atımlı,185.75,511.0,0.0012612374986611561
3.84,Yanal Atımlı,134.76,796.0,0.0005377513376575925
3.84,Yanal Atımlı,47.59,356.0,0.005814315750165027
3.84,Yanal Atımlı,97.92,524.0,0.0005629667428934768
3.84,Yanal Atımlı,142.06,619.0,0.0004795740575519594
3.84,Yanal Atımlı,115.26,461.0,0.0004378934747577886
3.84,Yanal Atımlı,147.7,370.0,0.0005037275582396203
3.84,Yanal Atımlı,38.53,481.14,0.005225315844897333
3.84,Yanal Atımlı,95.52,652.2,0.005454256635438201
3.84,Yanal Atımlı,128.61,505.0,0.0009730796156285518
3.84,Yanal Atımlı,54.72,927.0,0.0008556034880670018
3.84,Yanal Atımlı,177.05,1464.0,4.112280757924974e-05
3.84,Yanal Atımlı,33.56,292.0,0.007282043050262842
3.84,Yanal Atımlı,18.14,267.92,0.03376659482380012
3.84,Yanal Atımlı,40.29,392.7,0.004875457865510875
3.84,Yanal Atımlı,194.18,477.0,0.0002983204383266423
3.84,Yanal Atımlı,85.28,396.06,0.0006349809692179758
3.84,Yanal Atımlı,74.95,576.04,0.002254447814082218
3.84,Yanal Atımlı,94.09,668.72,0.0002061257238274738
3.84,Yanal Atımlı,143.68,611.0,0.000932002067397235
3.84,Yanal Atımlı,82.72,372.0,0.0012992558159676793
3.84,Yanal Atımlı,88.31,617.51,0.0004646284264739083
3.84,Yanal Atımlı,157.98,805.0,0.0004595284124056967
3.84,Yanal Atımlı,193.59,238.0,0.00021752528885858306
3.84,Yanal Atımlı,95.69,629.08,0.00036990549065213943
3.84,Yanal Atımlı,13.68,335.43,0.010434652223313055
3.84,Yanal Atımlı,97.26,393.26,0.00035296444858489643
3.84,Yanal Atımlı,76.07,244.74,0.0018796711816535573
3.84,Yanal Atımlı,274.69,743.0,2.2318935024100052e-05
3.84,Yanal Atımlı,132.81,679.0,0.00024861279483142057
3.84,Yanal Atımlı,120.51,559.0,0.001119380816088292
3.84,Yanal Atımlı,81.89,434.29,0.0012052044962976283
3.84,Yanal Atımlı,121.42,726.0,0.0005935822133216005
3.84,Yanal Atımlı,77.35,388.0,0.0032520598663906817
3.84,Yanal Atımlı,148.53,655.67,0.00046197573538579923
3.84,Yanal Atımlı,89.74,396.33,0.0004735653475804263
3.84,Yanal Atımlı,70.87,273.32,0.0008112387103871029
3.84,Yanal Atımlı,149.94,419.23,0.000158426988822391
3.84,Yanal Atımlı,55.41,371.33,0.002814457995105956
3.84,Yanal Atımlı,229.52,448.0,0.00012287380698301816
3.84,Yanal Atımlı,140.77,511.0,0.0002234766441601672
3.84,Yanal Atımlı,16.71,365.0,0.009838913277698166
3.84,Yanal Atımlı,398.65,308.0,2.484826028940457e-05
3.84,Yanal Atımlı,203.49,760.0,2.2214553657006032e-05
3.84,Yanal Atımlı,128.38,1188.0,0.0002405575479248365
3.84,Yanal Atımlı,33.72,698.72,0.005001695120144979
3.84,Yanal Atımlı,26.89,335.43,0.010982582333516885
3.84,Yanal Atımlı,56.52,760.0,0.001408337191365864
6.6,Yanal Atımlı,177.16,302.64,0.031105110980547874
3.84,Yanal Atımlı,63.2,244.0,0.00439861534947398
3.84,Yanal Atımlı,125.01,416.52,0.00010446866783763445
3.84,Yanal Atımlı,21.59,388.68,0.005594906288992338
3.84,Yanal Atımlı,110.26,465.0,0.0008671010327595281
3.84,Yanal Atımlı,107.21,471.92,0.0002712014903381801
3.84,Yanal Atımlı,67.54,639.74,0.00030011924698029614
3.84,Yanal Atımlı,112.95,763.0,0.0004641096250128088
3.84,Yanal Atımlı,50.19,699.0,0.00136651218037918
3.84,Yanal Atımlı,85.45,704.1,0.002317650337804394
3.84,Yanal Atımlı,51.23,371.97,0.0011449747407088857
3.84,Yanal Atımlı,26.13,355.87,0.01033879310440526
3.84,Yanal Atımlı,112.32,750.25,0.00015267529014087382
3.84,Yanal Atımlı,77.41,420.96,0.0012261806024894417
3.84,Yanal Atımlı,170.32,253.0,0.000492082492045033
3.84,Yanal Atımlı,207.91,503.0,9.514609480083774e-05
3.84,Yanal Atımlı,160.48,489.62,0.00027477061151631553
3.84,Yanal Atımlı,69.38,302.09,0.0019462718624096583
3.84,Yanal Atımlı,54.6,440.67,0.0036175077905326396
3.84,Yanal Atımlı,214.17,356.0,0.00031129446018925556
3.84,Yanal Atımlı,185.44,482.0,0.00014681255899755307
3.84,Yanal Atımlı,27.4,586.0,0.004453791722295424
3.84,Yanal Atımlı,134.44,217.84,0.001093963836298097
3.84,Yanal Atımlı,81.04,277.66,0.0005159371806567249
3.84,Yanal Atımlı,68.04,405.0,0.0007077020162753883
3.84,Yanal Atımlı,52.72,342.64,0.003407651752036415
3.84,Yanal Atımlı,111.15,383.69,0.0015625913342780446
3.78,Yanal Atımlı,84.73,375.0,0.0008349353975990478
3.78,Yanal Atımlı,53.78,760.0,0.004257574906435978
3.78,Yanal Atımlı,149.88,511.0,0.0005198543867591867
3.78,Yanal Atımlı,68.58,399.9,0.0028826029565515348
3.78,Yanal Atımlı,23.69,341.0,0.008380523115102761
3.78,Yanal Atımlı,69.21,796.0,0.0008589928191862492
3.78,Yanal Atımlı,29.61,356.0,0.002703722043020978
3.78,Yanal Atımlı,33.39,524.0,0.004551586326997023
3.78,Yanal Atımlı,89.74,619.0,0.0011690033808029214
3.78,Yanal Atımlı,59.9,681.24,0.00012596047184867165
3.78,Yanal Atımlı,81.42,370.0,0.0008715485423947711
3.78,Yanal Atımlı,81.92,652.2,0.0026887161218825985
3.78,Yanal Atımlı,206.83,895.0,4.782888574679531e-05
3.78,Yanal Atımlı,121.35,927.0,0.0001756994199246258
3.78,Yanal Atımlı,18.71,396.06,0.010149385034414126
3.78,Yanal Atımlı,48.08,576.04,0.008469945024991503
3.78,Yanal Atımlı,115.6,611.0,0.0013331771602926184
3.78,Yanal Atımlı,96.28,372.0,0.00020629210341595729
3.78,Yanal Atımlı,126.55,805.0,0.0005427557822382457
3.78,Yanal Atımlı,132.71,238.0,0.0005622705685064175
3.78,Yanal Atımlı,208.73,743.0,4.26107599961559e-05
3.78,Yanal Atımlı,141.28,679.0,6.869305354000505e-05
3.78,Yanal Atımlı,106.7,559.0,0.0015334811280869583
3.78,Yanal Atımlı,147.09,434.29,0.00020909773884210224
3.78,Yanal Atımlı,96.78,726.0,0.0001827498324306756
3.78,Yanal Atımlı,39.45,388.0,0.006200670840119848
3.78,Yanal Atımlı,105.51,655.67,0.0009290379311559028
3.78,Yanal Atımlı,34.81,739.55,0.013750692541433695
3.78,Yanal Atımlı,67.16,365.0,0.0004242542997882756
3.78,Yanal Atımlı,68.74,1188.0,0.0002718565603539668
3.78,Yanal Atımlı,32.3,698.72,0.004931833404814938
3.78,Yanal Atımlı,42.05,338.28,0.004679488359366585
3.78,Yanal Atımlı,121.54,760.0,0.00044820670831233666
3.78,Yanal Atımlı,31.24,244.0,0.011381021457547087
3.78,Yanal Atımlı,107.78,414.77,0.0005783712275104286
3.78,Yanal Atımlı,191.86,416.52,3.593910974092152e-05
3.78,Yanal Atımlı,158.61,489.0,0.0005186622028412038
3.78,Yanal Atımlı,31.34,346.0,0.01868707515337178
3.78,Yanal Atımlı,75.44,465.0,0.0024928522722989983
3.78,Yanal Atımlı,130.73,639.74,0.00011658960181718608
3.78,Yanal Atımlı,53.28,763.0,0.0036027639481630283
3.78,Yanal Atımlı,82.62,699.0,0.0009970094301885914
3.78,Yanal Atımlı,109.01,253.0,0.0009194999156818341
3.78,Yanal Atımlı,149.07,503.0,0.00024042972686903755
3.78,Yanal Atımlı,144.59,827.0,0.0013390262164833554
3.78,Yanal Atımlı,49.21,393.0,0.0010498261365408704
3.78,Yanal Atımlı,93.17,586.0,0.0004888325946885703
3.78,Yanal Atımlı,69.41,217.84,0.003718681148596009
3.78,Yanal Atımlı,78.81,374.5,0.0014809765446566025
3.78,Yanal Atımlı,134.73,405.0,0.0002844942490672175
4.24,Yanal Atımlı,1.8,460.09,0.11451210347295582
6.6,Yanal Atımlı,282.25,280.26,0.017358425545875408
4.24,Yanal Atımlı,28.36,282.5,0.012414502542441159
4.24,Yanal Atımlı,20.91,334.78,0.018576995420475213
4.24,Yanal Atımlı,16.94,332.33,0.009549698680989144
4.24,Yanal Atımlı,29.57,373.07,0.026836224256017085
4.24,Yanal Atımlı,25.3,399.8,0.03504301941451138
4.24,Yanal Atımlı,20.0,330.03,0.027004408847236795
4.24,Yanal Atımlı,11.92,425.25,0.042464048523026626
4.24,Yanal Atımlı,8.8,681.24,0.08813058086457323
4.24,Yanal Atımlı,18.22,287.16,0.028534360973981526
4.24,Yanal Atımlı,28.14,398.94,0.03166303983591092
4.24,Yanal Atımlı,18.96,332.51,0.028408944460725977
4.24,Yanal Atımlı,14.75,304.04,0.05247578679992943
3.14,Yanal Atımlı,23.94,393.26,0.0009154850818616817
3.14,Yanal Atımlı,20.41,396.33,0.0016400359009348944
3.14,Yanal Atımlı,121.04,378.0,8.281676680479624e-05
3.14,Yanal Atımlı,28.71,371.97,0.0009235330736616313
3.14,Yanal Atımlı,75.07,355.87,0.0003955844579826791
3.14,Yanal Atımlı,27.56,377.62,0.00040986516120237646
3.87,Yanal Atımlı,37.08,760.0,0.002100838798797742
3.87,Yanal Atımlı,133.27,511.0,0.0005461584854767707
3.87,Yanal Atımlı,27.41,796.0,0.0024196222408807947
3.87,Yanal Atımlı,48.77,524.0,0.0008455352534569922
3.87,Yanal Atımlı,115.81,652.2,0.0007200759242853491
3.87,Yanal Atımlı,195.75,927.0,4.3897343626351694e-05
3.87,Yanal Atımlı,270.82,1464.0,9.974307328832413e-06
3.87,Yanal Atımlı,154.59,1329.0,6.483468578538805e-05
3.87,Yanal Atımlı,91.96,576.04,0.0005355887295452827
3.87,Yanal Atımlı,122.24,805.0,0.00048489486467939626
3.87,Yanal Atımlı,135.42,743.0,0.00015279221373502643
3.87,Yanal Atımlı,122.99,726.0,0.00018533553352393061
3.87,Yanal Atımlı,92.42,981.0,0.00045470968637083156
3.87,Yanal Atımlı,90.84,655.67,0.0014062228865901628
3.87,Yanal Atımlı,289.18,760.0,7.183426645410949e-06
3.87,Yanal Atımlı,52.5,1188.0,0.0007681699983454249
3.87,Yanal Atımlı,195.08,760.0,0.0001058718489028127
3.87,Yanal Atımlı,197.15,956.0,5.376305722008376e-05
3.87,Yanal Atımlı,183.78,1312.0,7.930318470376836e-05
3.87,Yanal Atımlı,203.25,639.74,2.8469973326471522e-05
3.87,Yanal Atımlı,244.82,750.25,2.4512868988553745e-05
3.87,Yanal Atımlı,187.25,819.0,4.226857595164521e-05
3.9,Yanal Atımlı,112.06,375.0,0.0005992031618811185
3.9,Yanal Atımlı,223.61,760.0,2.140795478367796e-05
3.9,Yanal Atımlı,30.01,423.11,0.002533562229824894
3.9,Yanal Atımlı,44.22,347.0,0.001148503811168535
3.9,Yanal Atımlı,207.61,361.0,0.00012116944699820167
3.9,Yanal Atımlı,181.48,499.0,0.00015655413876908524
3.9,Yanal Atımlı,89.79,265.59,0.0004940767848304755
3.9,Yanal Atımlı,264.69,511.0,2.8944912927317645e-05
3.9,Yanal Atımlı,157.16,399.9,0.00016521747640988225
3.9,Yanal Atımlı,242.36,527.95,1.310762928870053e-05
3.9,Yanal Atımlı,162.18,341.0,0.00019111449633232955
3.9,Yanal Atımlı,247.64,796.0,2.511449816898598e-05
3.9,Yanal Atımlı,159.12,356.0,0.00021276634336633228
3.9,Yanal Atımlı,305.78,763.0,6.3317912947285306e-06
3.9,Yanal Atımlı,133.67,402.0,0.00038248917159075237
3.9,Yanal Atımlı,210.78,524.0,3.3175955578701874e-05
3.9,Yanal Atımlı,258.5,370.0,5.0605247064410225e-05
3.9,Yanal Atımlı,112.91,505.0,0.00036609716622461037
3.9,Yanal Atımlı,100.33,895.0,0.00044589373475613
3.9,Yanal Atımlı,250.23,715.0,2.7943397046171748e-05
3.9,Yanal Atımlı,57.32,927.0,0.0011998271815099916
3.9,Yanal Atımlı,183.28,1464.0,1.7062368661179492e-05
3.9,Yanal Atımlı,170.41,432.0,0.00013376610202962483
3.9,Yanal Atımlı,126.8,267.92,0.0007037540853748062
3.9,Yanal Atımlı,300.26,477.0,2.375491854837646e-05
3.9,Yanal Atımlı,197.17,396.06,7.388678324355445e-05
3.9,Yanal Atımlı,159.45,372.0,0.0001345283708146724
3.9,Yanal Atımlı,236.47,805.0,2.1653721561200514e-05
3.9,Yanal Atımlı,127.43,489.0,0.00010887485133491573
3.9,Yanal Atımlı,82.9,393.26,0.0002199152276787126
3.9,Yanal Atımlı,102.52,244.74,0.0004386390721478423
3.9,Yanal Atımlı,310.23,386.0,9.32273847589859e-06
3.9,Yanal Atımlı,190.62,559.0,4.304826145955258e-05
3.9,Yanal Atımlı,32.83,434.29,0.0025322176081609454
3.9,Yanal Atımlı,216.55,726.0,7.037893582386707e-05
3.9,Yanal Atımlı,322.97,981.0,7.406191091917627e-06
3.9,Yanal Atımlı,16.75,373.07,0.009889799226058257
3.9,Yanal Atımlı,186.55,388.0,9.649450146681935e-05
3.9,Yanal Atımlı,190.92,760.0,0.00015790594435954587
3.9,Yanal Atımlı,57.09,383.09,0.001300663426924314
3.9,Yanal Atımlı,71.99,344.72,0.0007867384785650503
3.9,Yanal Atımlı,50.66,396.33,0.0009767541901013633
3.9,Yanal Atımlı,65.63,257.0,0.0012069426627528998
3.9,Yanal Atımlı,65.57,273.32,0.0006960319236514659
3.9,Yanal Atımlı,49.85,419.23,0.002895948175697737
3.9,Yanal Atımlı,78.51,371.33,0.001049772552303336
3.9,Yanal Atımlı,145.46,417.99,0.00034760467282072025
3.9,Yanal Atımlı,70.43,378.0,0.0014970647257164433
3.9,Yanal Atımlı,48.51,303.0,0.0015962438641649527
3.9,Yanal Atımlı,153.49,259.0,0.00023235146116024318
3.9,Yanal Atımlı,117.32,365.0,0.0003663185901880766
3.9,Yanal Atımlı,358.78,308.0,3.617867923957424e-05
3.9,Yanal Atımlı,211.44,760.0,1.1190844130806219e-05
3.9,Yanal Atımlı,240.1,1188.0,1.2768207548438426e-05
3.9,Yanal Atımlı,118.92,522.0,0.00015096429968101732
3.9,Yanal Atımlı,108.86,335.43,0.0003272704298176051
3.9,Yanal Atımlı,26.56,355.87,0.0026096816858890855
3.9,Yanal Atımlı,63.65,474.0,0.0007391227528506547
3.9,Yanal Atımlı,57.32,760.0,0.0012184898030094672
3.9,Yanal Atımlı,306.31,956.0,1.6369513920700272e-05
3.9,Yanal Atımlı,92.38,500.0,0.00039958310118755027
3.9,Yanal Atımlı,167.92,244.0,0.00029669863571058093
3.9,Yanal Atımlı,140.56,297.0,0.0004939771352818368
3.9,Yanal Atımlı,36.03,290.17,0.00536159501493055
3.9,Yanal Atımlı,83.37,414.77,0.0005898044317981089
3.9,Yanal Atımlı,23.74,416.52,0.0010239169041791477
3.9,Yanal Atımlı,97.63,388.68,0.0003077167146906388
3.9,Yanal Atımlı,201.54,465.0,4.8455676163892295e-05
3.9,Yanal Atımlı,6.75,471.92,0.01839306691548297
3.9,Yanal Atımlı,205.41,384.0,7.435365705067908e-05
3.9,Yanal Atımlı,52.13,402.06,0.0008335977103263961
3.9,Yanal Atımlı,76.19,529.99,0.0007175714393960367
3.9,Yanal Atımlı,20.0,282.25,0.011100832016121427
3.9,Yanal Atımlı,69.38,371.97,0.00041954748640811803
3.9,Yanal Atımlı,125.24,355.87,0.0002268296475042449
3.9,Yanal Atımlı,64.74,278.64,0.0008665441461050903
3.9,Yanal Atımlı,37.74,750.25,0.0017965112268173693
3.9,Yanal Atımlı,130.69,420.96,0.0001914697908080541
3.9,Yanal Atımlı,275.54,253.0,4.2344358559907365e-05
3.9,Yanal Atımlı,151.31,541.0,9.200319897047059e-05
3.9,Yanal Atımlı,107.99,854.0,0.00036598941366396104
3.9,Yanal Atımlı,97.49,485.0,0.0010904834384675313
3.9,Yanal Atımlı,50.1,489.62,0.0017782314166936344
3.9,Yanal Atımlı,46.14,377.62,0.0019105394366613975
3.9,Yanal Atımlı,122.34,440.0,0.000591532926391507
3.9,Yanal Atımlı,114.91,302.09,0.00028127944237576265
3.9,Yanal Atımlı,101.17,440.67,0.0002972277166963068
3.9,Yanal Atımlı,16.53,260.0,0.004488087820619446
3.9,Yanal Atımlı,158.7,225.0,0.00010671027030094151
3.9,Yanal Atımlı,206.23,482.0,5.526272147089754e-05
3.9,Yanal Atımlı,79.18,229.32,0.001312094741984103
3.9,Yanal Atımlı,130.91,393.0,0.0002096122001565033
3.9,Yanal Atımlı,170.46,468.52,0.0002000436704445557
3.9,Yanal Atımlı,44.57,351.22,0.0008231810100429248
3.9,Yanal Atımlı,88.66,586.0,0.0004924343775890957
3.9,Yanal Atımlı,107.85,332.0,0.00025143216464273223
3.9,Yanal Atımlı,244.14,217.84,7.334446446460701e-05
3.9,Yanal Atımlı,31.11,383.09,0.0023944339719891316
3.9,Yanal Atımlı,296.77,396.0,3.38693287494748e-05
3.9,Yanal Atımlı,273.25,819.0,2.608542013079337e-05
3.9,Yanal Atımlı,53.58,277.66,0.0006636591677498097
3.9,Yanal Atımlı,164.08,393.0,8.442431856550575e-05
3.9,Yanal Atımlı,121.69,374.5,0.0005938331559343248
3.9,Yanal Atımlı,48.94,405.0,0.0012733599308143789
3.9,Yanal Atımlı,77.17,342.64,0.0009842627097893988
3.9,Yanal Atımlı,61.57,268.81,0.0007986037988757191
3.9,Yanal Atımlı,25.24,383.69,0.008968362417375409
3.9,Yanal Atımlı,326.0,242.0,2.1685367981659893e-05
3.52,Normal Oblik Atımlı,63.35,760.0,0.00032592204992494756
3.52,Normal Oblik Atımlı,73.42,361.0,0.0004934802434753087
3.52,Normal Oblik Atımlı,52.85,499.0,0.0010305956579121853
3.52,Normal Oblik Atımlı,171.31,511.0,0.000132809415533124
3.52,Normal Oblik Atımlı,58.9,341.0,0.0009630995217589353
3.52,Normal Oblik Atımlı,46.41,796.0,0.0006935299074706152
3.52,Normal Oblik Atımlı,44.22,356.0,0.0006274145283559267
3.52,Normal Oblik Atımlı,109.51,763.0,0.00018880583148687437
3.52,Normal Oblik Atımlı,15.89,524.0,0.0038749710954741083
3.52,Normal Oblik Atımlı,73.94,370.0,0.00044084260851210837
3.52,Normal Oblik Atımlı,216.97,895.0,2.074501041335e-05
3.52,Normal Oblik Atımlı,146.09,927.0,5.2266916907829946e-05
3.52,Normal Oblik Atımlı,168.4,432.0,0.00018693176011092924
3.52,Normal Oblik Atımlı,107.63,477.0,0.00021411967802035384
3.52,Normal Oblik Atımlı,32.72,396.06,0.0015953694243420863
3.52,Normal Oblik Atımlı,81.1,576.04,0.00029463722750265283
3.52,Normal Oblik Atımlı,185.51,668.72,3.379944305177231e-05
3.52,Normal Oblik Atımlı,89.4,372.0,0.00023988004803188613
3.52,Normal Oblik Atımlı,196.91,743.0,6.982094454567341e-05
3.52,Normal Oblik Atımlı,125.5,679.0,0.00011229882113259248
3.52,Normal Oblik Atımlı,138.04,559.0,0.00013427441442557104
3.52,Normal Oblik Atımlı,69.19,726.0,0.0002654383678725628
3.52,Normal Oblik Atımlı,118.85,981.0,0.00018444379090999514
3.52,Normal Oblik Atımlı,23.02,388.0,0.0062193043325036714
3.52,Normal Oblik Atımlı,125.62,655.67,0.00014694405421074376
3.52,Normal Oblik Atımlı,153.41,448.0,6.83522933294853e-05
3.52,Normal Oblik Atımlı,194.2,378.0,0.00014015494341920303
3.52,Normal Oblik Atımlı,140.05,680.05,9.459301527729201e-05
3.52,Normal Oblik Atımlı,86.59,365.0,0.0005238807121262626
3.52,Normal Oblik Atımlı,226.2,760.0,1.8012492233169734e-05
3.52,Normal Oblik Atımlı,36.27,1188.0,0.0007501012597199994
3.52,Normal Oblik Atımlı,61.25,698.72,0.0009801050859170254
3.52,Normal Oblik Atımlı,43.72,338.28,0.0010470602717931093
3.52,Normal Oblik Atımlı,162.81,956.0,6.435865813866849e-05
3.52,Normal Oblik Atımlı,63.9,419.0,0.000792976310231901
3.52,Normal Oblik Atımlı,139.45,414.77,0.0002045959625091854
3.52,Normal Oblik Atımlı,214.07,416.52,1.7577246037988998e-05
3.52,Normal Oblik Atımlı,159.11,639.74,3.602470595632947e-05
3.52,Normal Oblik Atımlı,89.05,355.87,0.0004016105283442903
3.52,Normal Oblik Atımlı,203.49,750.25,2.52751634647533e-05
3.52,Normal Oblik Atımlı,134.06,420.96,7.30132953635843e-05
3.52,Normal Oblik Atımlı,170.23,827.0,0.00018243586842375597
3.52,Normal Oblik Atımlı,136.47,302.09,0.00011032310946533368
3.52,Normal Oblik Atımlı,201.7,482.0,0.00021442380712495524
3.52,Normal Oblik Atımlı,115.06,586.0,0.00028395246781940455
3.52,Normal Oblik Atımlı,68.42,217.84,0.0006315705615638288
3.52,Normal Oblik Atımlı,143.9,819.0,9.324781992266628e-05
3.52,Normal Oblik Atımlı,90.09,374.5,0.0005501158062425129
3.52,Normal Oblik Atımlı,156.77,405.0,8.048997634817641e-05
3.52,Normal Oblik Atımlı,140.54,342.64,0.001048112336957184
3.69,Yanal Atımlı,176.16,461.0,9.049162156028589e-05
